2581,0,2,Outer Banks Aviators,Pro Baseball Experience,Schramm,Lanky,,13,20,4,2042,206,The United States,46552,Madison,4,202,160,1,2,11,1152,0,9,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,455,455,455,455,455,455,5,5,1,106,80,56,16,1,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.231,0,0,10,33,128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1.2009,442,0,400,0,0,0,400,0,0,400,400,400,0,0,400,0,0,0,400,0,0,400,400,400,0,0,130,,,,,10,16,eol
2597,0,2,Outer Banks Aviators,Pro Baseball Experience,Kelly,Joe,,32,7,5,2041,206,The United States,57292,Omak,4,178,190,1,2,11,1152,0,9,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,455,447,446,455,455,449,5,5,1,140,80,53,16,3,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.239,0,0,11,34,128,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,1.2024,440,0,372,0,0,373,391,0,0,389,389,0,0,0,372,0,0,373,391,0,0,389,389,0,0,0,115,,,,,10,16,eol
2595,0,2,Outer Banks Aviators,Pro Baseball Experience,Jones,Wombat,,4,7,5,2041,206,The United States,50031,Miami,4,200,225,1,2,11,1296,0,10,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,468,422,467,422,468,422,5,5,1,140,80,50,18,3,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.225,0,0,10,40,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,1.2025,461,383,0,0,0,0,385,377,0,386,388,0,0,383,0,0,0,0,385,377,0,386,388,0,0,0,136,,,,,10,18,eol
2613,0,2,Outer Banks Aviators,Pro Baseball Experience,Cruiser,Franklin Judge,,18,7,12,2033,206,The United States,77882,Tacoma,4,202,280,1,2,12,1872,0,14,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,346,376,349,375,352,375,5,5,1,102,80,44,13,3,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.280,0,0,24,51,101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,.9986,365,309,0,0,0,0,0,0,0,0,315,309,0,309,0,0,0,0,0,0,0,0,315,309,0,0,92,,,,,10,13,eol
2663,0,2,Outer Banks Aviators,Pro Baseball Experience,Garbanzo,Xorge,,1,29,6,2037,124,Mexico,49935,Mexico City,5,180,227,1,1,3,1728,0,12,0,424,393,481,393,393,447,424,393,481,393,393,447,424,393,481,393,393,447,5,3,2,50,40,40,50,80,80,1,1,1,1,1,1,21,15,30,1,1,44,2,3,40,40,40,40,40,40,40,40,40,0,150,200,200,0,100,100,0,0,0,1,550,.299,29,1,31,48,113,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.0000,31,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,48,,,,,40,2,eol
2753,0,2,Outer Banks Aviators,Pro Baseball Experience,McDaniel,Shrimp,,77,6,11,2039,206,The United States,23176,El Paso,4,178,170,2,1,9,1296,0,9,0,475,393,363,438,447,481,475,393,363,438,447,481,475,393,363,438,447,481,5,1,1,68,40,40,68,80,80,1,1,1,1,1,1,21,15,30,1,1,44,2,3,160,100,120,60,60,120,160,100,120,0,0,0,152,0,0,0,200,200,0,1,550,.311,34,2,12,63,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.0000,31,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,48,,,,,60,2,eol
2774,0,2,Outer Banks Aviators,Pro Baseball Experience,Nansen,Fridtjof,,69,20,4,2042,141,Norway,57818,Oslo,4,172,280,1,1,11,864,0,7,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,417,458,418,443,417,444,5,5,1,130,80,55,16,2,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.236,0,0,13,35,136,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,.9988,459,0,0,0,0,407,0,407,0,406,408,408,0,0,0,0,0,407,0,407,0,406,408,408,0,0,116,,,,,10,16,eol
2817,0,2,Outer Banks Aviators,Pro Baseball Experience,Duke,Steve,,24,20,4,2042,206,The United States,8377,Bellflower,4,188,210,1,1,8,720,0,5,0,470,393,426,464,456,464,470,399,426,464,456,464,470,399,426,464,456,464,5,1,1,160,160,160,160,80,80,1,1,1,1,1,1,21,15,30,1,1,44,2,3,180,100,100,40,40,100,180,100,100,0,200,200,0,111,150,100,200,196,0,1,550,.316,30,5,20,72,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.0000,31,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,,40,2,eol
2830,0,2,Outer Banks Aviators,Pro Baseball Experience,LeSwift,Murphy,,48,20,4,2043,206,The United States,15266,Costa Mesa,4,176,210,3,1,4,720,0,5,0,448,426,481,464,447,438,448,438,481,464,447,438,448,438,481,464,447,438,5,0,0,140,130,130,140,80,80,1,1,1,1,1,1,21,15,30,1,1,44,2,3,170,120,130,120,40,130,170,120,130,0,0,0,200,200,158,100,100,0,0,1,550,.313,32,5,31,72,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.0000,31,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,47,,,,,40,2,eol
2888,0,2,Outer Banks Aviators,Pro Baseball Experience,Cilliams Jr.,Wade,,16,26,7,2043,206,The United States,78373,Tampa,4,186,200,1,1,11,576,0,5,0,20,41,58,1,1,1,20,41,58,1,1,1,20,41,58,1,1,1,1,1,0,1,1,1,1,1,1,430,446,431,443,431,444,5,5,1,100,82,53,16,3,75,50,100,25,10,100,75,50,100,200,0,0,0,0,0,0,0,0,0,1,550,.240,0,0,12,36,126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,1.2000,437,0,0,0,0,399,399,0,0,0,399,399,0,0,0,0,0,399,399,0,0,0,399,399,0,0,119,,,,,10,16,eol
